Invoice_ID,Customer_ID,Invoice_Date,Payment_Terms_Days,Due_Date,Invoice_Amount,Tax_Amount,Total_Amount,Product_Category,Sales_Channel,Payment_Status,Outstanding_Amount,Days_Overdue,Aging_Bucket,Collection_Status,Customer_Risk_Score,Collection_Agent,Dispute_Flag,Promise_To_Pay_Date,Invoice_Month,Invoice_Year,Quarter,Invoice_Priority
INV0010262,CUST0543,2024-01-04,30,2024-02-03,49380,8888.4,58268.4,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,21,Rohit,No,,Jan-2024,2024,Q1,Low
INV0010263,CUST0018,2026-03-15,60,2026-05-14,203388,36609.84,239997.84,Medical Supplies,Online,Unpaid,239997.84,18,0-30,Open,85,Amit,No,2026-06-13,Mar-2026,2026,Q1,High
INV0010264,CUST0196,2024-11-05,15,2024-11-20,154684,27843.12,182527.12,Office Supplies,Corporate,Paid,0,0,0-30,Closed,23,Pooja,No,,Nov-2024,2024,Q4,Medium
INV0010265,CUST0871,2024-12-28,45,2025-02-11,258107,46459.26,304566.26,Consumer Goods,Direct,Paid,0,14,0-30,Reminder Sent,69,Sneha,No,,Dec-2024,2024,Q4,High
INV0010266,CUST0404,2025-05-25,60,2025-07-24,13715,2468.7,16183.7,Software,Distributor,Paid,0,27,0-30,Escalated,18,Sneha,No,,May-2025,2025,Q2,Low
INV0010267,CUST0985,2025-11-03,60,2026-01-02,103359,18604.62,121963.62,Office Supplies,Distributor,Paid,0,8,0-30,Reminder Sent,49,Rohit,No,,Nov-2025,2025,Q4,Medium
INV0010268,CUST0105,2024-12-21,30,2025-01-20,297178,53492.04,350670.04,Office Supplies,Direct,Paid,0,0,0-30,Closed,38,Pooja,No,,Dec-2024,2024,Q4,High
INV0010269,CUST0317,2024-09-07,30,2024-10-07,171924,30946.32,202870.32,Medical Supplies,Direct,Paid,0,48,31-60,Escalated,54,Pooja,No,,Sep-2024,2024,Q3,High
INV0010270,CUST0572,2026-02-28,30,2026-03-30,177032,31865.76,208897.76,Electronics,Corporate,Paid,0,1,0-30,Reminder Sent,66,Karan,No,,Feb-2026,2026,Q1,High
INV0010271,CUST0635,2024-02-11,45,2024-03-27,104542,18817.56,123359.56,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,56,Sneha,No,,Feb-2024,2024,Q1,Medium
INV0010272,CUST0335,2024-12-20,45,2025-02-03,219073,39433.14,258506.14,Consumer Goods,Distributor,Paid,0,7,0-30,Reminder Sent,22,Karan,No,,Dec-2024,2024,Q4,High
INV0010273,CUST0849,2025-10-10,45,2025-11-24,20827,3748.86,24575.86,Medical Supplies,Direct,Paid,0,0,0-30,Closed,41,Pooja,No,,Oct-2025,2025,Q4,Low
INV0010274,CUST0425,2025-02-09,30,2025-03-11,150636,27114.48,177750.48,Office Supplies,Online,Paid,0,10,0-30,Reminder Sent,95,Karan,No,,Feb-2025,2025,Q1,Medium
INV0010275,CUST0460,2024-01-23,15,2024-02-07,118165,21269.7,139434.7,Office Supplies,Corporate,Unpaid,139434.7,845,90+,Legal Review,37,Neha,No,2026-06-20,Jan-2024,2024,Q1,Medium
INV0010276,CUST0315,2026-02-06,15,2026-02-21,23058,4150.44,27208.44,Consumer Goods,Distributor,Paid,0,0,0-30,Closed,91,Sneha,No,,Feb-2026,2026,Q1,Low
INV0010277,CUST0007,2025-06-14,30,2025-07-14,13705,2466.9,16171.9,Software,Online,Paid,0,0,0-30,Closed,46,Rohit,No,,Jun-2025,2025,Q2,Low
INV0010278,CUST0975,2026-04-06,30,2026-05-06,213556,38440.08,251996.08,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,82,Karan,No,,Apr-2026,2026,Q2,High
INV0010279,CUST0973,2024-06-30,45,2024-08-14,56067,10092.06,66159.06,Office Supplies,Corporate,Paid,0,0,0-30,Closed,40,Amit,No,,Jun-2024,2024,Q2,Low
INV0010280,CUST0188,2025-05-19,15,2025-06-03,168226,30280.68,198506.68,Electronics,Distributor,Paid,0,0,0-30,Closed,30,Rohit,No,,May-2025,2025,Q2,Medium
INV0010281,CUST0966,2025-01-07,60,2025-03-08,42695,7685.1,50380.1,Software,Online,Unpaid,50380.1,450,90+,Legal Review,63,Neha,No,2026-06-16,Jan-2025,2025,Q1,Low
INV0010282,CUST0627,2026-02-11,45,2026-03-28,280884,50559.12,331443.12,Electronics,Online,Paid,0,14,0-30,Reminder Sent,79,Neha,No,,Feb-2026,2026,Q1,High
INV0010283,CUST0984,2025-08-02,15,2025-08-17,116251,20925.18,137176.18,Software,Online,Paid,0,0,0-30,Closed,38,Amit,Yes,,Aug-2025,2025,Q3,Medium
INV0010284,CUST0441,2024-07-12,45,2024-08-26,26938,4848.84,31786.84,Industrial Goods,Online,Paid,0,0,0-30,Closed,55,Karan,No,,Jul-2024,2024,Q3,Low
INV0010285,CUST0545,2025-12-18,45,2026-02-01,98146,17666.28,115812.28,Electronics,Online,Paid,0,0,0-30,Closed,83,Amit,No,,Dec-2025,2025,Q4,Medium
INV0010286,CUST0596,2026-01-01,60,2026-03-02,265617,47811.06,313428.06,Consumer Goods,Online,Paid,0,0,0-30,Closed,52,Neha,No,,Jan-2026,2026,Q1,High
INV0010287,CUST0491,2025-02-11,15,2025-02-26,214162,38549.16,252711.16,Software,Online,Unpaid,252711.16,460,90+,Legal Review,40,Amit,No,2026-06-13,Feb-2025,2025,Q1,High
INV0010288,CUST0573,2024-07-23,30,2024-08-22,85049,15308.82,100357.82,Consumer Goods,Direct,Paid,0,0,0-30,Closed,48,Sneha,No,,Jul-2024,2024,Q3,Medium
INV0010289,CUST0760,2025-06-04,60,2025-08-03,100923,18166.14,119089.14,Medical Supplies,Online,Paid,0,7,0-30,Reminder Sent,29,Amit,No,,Jun-2025,2025,Q2,Medium
INV0010290,CUST0059,2026-01-21,60,2026-03-22,130419,23475.42,153894.42,Medical Supplies,Distributor,Paid,0,0,0-30,Closed,43,Pooja,No,,Jan-2026,2026,Q1,Medium
INV0010291,CUST0144,2025-11-02,30,2025-12-02,31064,5591.52,36655.52,Industrial Goods,Corporate,Paid,0,2,0-30,Reminder Sent,52,Neha,No,,Nov-2025,2025,Q4,Low
INV0010292,CUST0626,2024-05-14,15,2024-05-29,31358,5644.44,37002.44,Electronics,Online,Paid,0,0,0-30,Closed,60,Karan,No,,May-2024,2024,Q2,Low
INV0010293,CUST0774,2026-01-08,15,2026-01-23,60402,10872.36,71274.36,Medical Supplies,Distributor,Paid,0,14,0-30,Reminder Sent,34,Rohit,No,,Jan-2026,2026,Q1,Low
INV0010294,CUST0927,2024-02-18,30,2024-03-19,245699,44225.82,289924.82,Office Supplies,Direct,Paid,0,0,0-30,Closed,72,Rohit,No,,Feb-2024,2024,Q1,High
INV0010295,CUST0230,2026-03-24,60,2026-05-23,26241,4723.38,30964.38,Electronics,Corporate,Paid,0,0,0-30,Closed,19,Rohit,No,,Mar-2026,2026,Q1,Low
INV0010296,CUST0502,2024-09-20,15,2024-10-05,192499,34649.82,227148.82,Electronics,Distributor,Paid,0,0,0-30,Closed,73,Sneha,No,,Sep-2024,2024,Q3,High
INV0010297,CUST0594,2024-07-22,45,2024-09-05,111535,20076.3,131611.3,Office Supplies,Online,Paid,0,0,0-30,Closed,89,Sneha,No,,Jul-2024,2024,Q3,Medium
INV0010298,CUST0805,2025-07-30,45,2025-09-13,249434,44898.12,294332.12,Electronics,Distributor,Paid,0,0,0-30,Closed,46,Pooja,No,,Jul-2025,2025,Q3,High
INV0010299,CUST0191,2025-08-26,30,2025-09-25,87902,15822.36,103724.36,Software,Direct,Paid,0,11,0-30,Reminder Sent,11,Amit,No,,Aug-2025,2025,Q3,Medium
INV0010300,CUST0965,2024-09-30,60,2024-11-29,87720,15789.6,103509.6,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,34,Sneha,No,,Sep-2024,2024,Q3,Medium
INV0010301,CUST0766,2024-03-02,15,2024-03-17,140265,25247.7,165512.7,Office Supplies,Distributor,Paid,0,0,0-30,Closed,31,Sneha,No,,Mar-2024,2024,Q1,Medium
INV0010302,CUST0178,2026-03-29,45,2026-05-13,64763,11657.34,76420.34,Consumer Goods,Online,Paid,0,0,0-30,Closed,80,Sneha,Yes,,Mar-2026,2026,Q1,Medium
INV0010303,CUST0534,2024-01-11,45,2024-02-25,251197,45215.46,296412.46,Software,Distributor,Paid,0,0,0-30,Closed,51,Neha,No,,Jan-2024,2024,Q1,High
INV0010304,CUST0976,2024-01-05,60,2024-03-05,64699,11645.82,76344.82,Office Supplies,Distributor,Paid,0,6,0-30,Reminder Sent,40,Neha,No,,Jan-2024,2024,Q1,Medium
INV0010305,CUST0900,2024-02-13,15,2024-02-28,118290,21292.2,139582.2,Electronics,Distributor,Paid,0,0,0-30,Closed,37,Neha,No,,Feb-2024,2024,Q1,Medium
INV0010306,CUST0961,2024-09-24,60,2024-11-23,171038,30786.84,201824.84,Industrial Goods,Distributor,Paid,0,0,0-30,Closed,25,Karan,No,,Sep-2024,2024,Q3,High
INV0010307,CUST0419,2025-10-27,15,2025-11-11,53567,9642.06,63209.06,Industrial Goods,Online,Paid,0,8,0-30,Reminder Sent,91,Rohit,No,,Oct-2025,2025,Q4,Low
INV0010308,CUST0332,2026-04-14,15,2026-04-29,147523,26554.14,174077.14,Office Supplies,Corporate,Paid,0,12,0-30,Reminder Sent,77,Sneha,No,,Apr-2026,2026,Q2,Medium
INV0010309,CUST0638,2025-07-26,45,2025-09-09,262493,47248.74,309741.74,Consumer Goods,Distributor,Paid,0,3,0-30,Reminder Sent,39,Rohit,No,,Jul-2025,2025,Q3,High
INV0010310,CUST0025,2024-08-28,60,2024-10-27,97764,17597.52,115361.52,Industrial Goods,Direct,Paid,0,0,0-30,Closed,61,Neha,No,,Aug-2024,2024,Q3,Medium
INV0010311,CUST0190,2025-06-02,60,2025-08-01,174811,31465.98,206276.98,Consumer Goods,Online,Paid,0,0,0-30,Closed,74,Pooja,No,,Jun-2025,2025,Q2,High
INV0010312,CUST0151,2024-04-04,60,2024-06-03,38805,6984.9,45789.9,Office Supplies,Distributor,Paid,0,0,0-30,Closed,49,Rohit,No,,Apr-2024,2024,Q2,Low
INV0010313,CUST0444,2025-03-17,60,2025-05-16,233005,41940.9,274945.9,Office Supplies,Distributor,Paid,0,0,0-30,Closed,86,Pooja,No,,Mar-2025,2025,Q1,High
INV0010314,CUST0454,2026-04-15,15,2026-04-30,145136,26124.48,171260.48,Industrial Goods,Distributor,Paid,0,12,0-30,Reminder Sent,40,Neha,No,,Apr-2026,2026,Q2,Medium
INV0010315,CUST0568,2025-06-09,45,2025-07-24,191298,34433.64,225731.64,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,64,Pooja,No,,Jun-2025,2025,Q2,High
INV0010316,CUST0644,2024-07-30,45,2024-09-13,244650,44037,288687,Industrial Goods,Direct,Paid,0,10,0-30,Reminder Sent,77,Pooja,No,,Jul-2024,2024,Q3,High
INV0010317,CUST0330,2024-12-31,60,2025-03-01,141554,25479.72,167033.72,Consumer Goods,Direct,Paid,0,0,0-30,Closed,80,Sneha,No,,Dec-2024,2024,Q4,Medium
INV0010318,CUST0808,2025-07-27,60,2025-09-25,136344,24541.92,160885.92,Medical Supplies,Online,Unpaid,160885.92,249,90+,Legal Review,85,Sneha,No,2026-06-09,Jul-2025,2025,Q3,Medium
INV0010319,CUST0585,2025-10-22,15,2025-11-06,138731,24971.58,163702.58,Medical Supplies,Corporate,Paid,0,0,0-30,Closed,78,Sneha,No,,Oct-2025,2025,Q4,Medium
INV0010320,CUST0500,2024-02-14,15,2024-02-29,27362,4925.16,32287.16,Office Supplies,Distributor,Paid,0,57,31-60,Escalated,64,Amit,No,,Feb-2024,2024,Q1,Low
INV0010321,CUST0087,2025-07-07,15,2025-07-22,25156,4528.08,29684.08,Software,Online,Paid,0,45,31-60,Escalated,47,Sneha,Yes,,Jul-2025,2025,Q3,Low
INV0010322,CUST0127,2026-03-21,45,2026-05-05,255327,45958.86,301285.86,Office Supplies,Online,Paid,0,13,0-30,Reminder Sent,56,Rohit,No,,Mar-2026,2026,Q1,High
INV0010323,CUST0923,2024-09-16,30,2024-10-16,100025,18004.5,118029.5,Office Supplies,Distributor,Paid,0,0,0-30,Closed,31,Pooja,No,,Sep-2024,2024,Q3,Medium
INV0010324,CUST0743,2025-03-29,60,2025-05-28,176976,31855.68,208831.68,Medical Supplies,Online,Paid,0,0,0-30,Closed,64,Pooja,No,,Mar-2025,2025,Q1,High
INV0010325,CUST0143,2024-10-04,60,2024-12-03,106135,19104.3,125239.3,Industrial Goods,Corporate,Unpaid,125239.3,545,90+,Legal Review,52,Pooja,No,2026-06-17,Oct-2024,2024,Q4,Medium
INV0010326,CUST0267,2024-07-30,15,2024-08-14,55428,9977.04,65405.04,Software,Direct,Paid,0,0,0-30,Closed,27,Amit,No,,Jul-2024,2024,Q3,Low
INV0010327,CUST0604,2025-11-13,60,2026-01-12,242354,43623.72,285977.72,Electronics,Online,Paid,0,8,0-30,Reminder Sent,48,Amit,No,,Nov-2025,2025,Q4,High
INV0010328,CUST0280,2025-07-03,60,2025-09-01,128235,23082.3,151317.3,Office Supplies,Online,Paid,0,0,0-30,Closed,57,Amit,No,,Jul-2025,2025,Q3,Medium
INV0010329,CUST0713,2024-05-01,45,2024-06-15,75264,13547.52,88811.52,Medical Supplies,Online,Paid,0,10,0-30,Reminder Sent,49,Rohit,No,,May-2024,2024,Q2,Medium
INV0010330,CUST0299,2024-07-31,45,2024-09-14,209723,37750.14,247473.14,Software,Distributor,Paid,0,60,31-60,Escalated,30,Sneha,No,,Jul-2024,2024,Q3,High
INV0010331,CUST0038,2024-04-26,15,2024-05-11,186124,33502.32,219626.32,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,90,Rohit,No,,Apr-2024,2024,Q2,High
INV0010332,CUST0430,2024-02-26,15,2024-03-12,198218,35679.24,233897.24,Electronics,Distributor,Paid,0,0,0-30,Closed,27,Neha,No,,Feb-2024,2024,Q1,High
INV0010333,CUST0405,2026-03-17,30,2026-04-16,89213,16058.34,105271.34,Office Supplies,Online,Paid,0,0,0-30,Closed,78,Sneha,No,,Mar-2026,2026,Q1,Medium
INV0010334,CUST0438,2024-10-20,60,2024-12-19,298531,53735.58,352266.58,Medical Supplies,Direct,Paid,0,4,0-30,Reminder Sent,50,Karan,No,,Oct-2024,2024,Q4,High
INV0010335,CUST0690,2025-09-30,30,2025-10-30,166675,30001.5,196676.5,Medical Supplies,Corporate,Paid,0,36,31-60,Escalated,50,Karan,No,,Sep-2025,2025,Q3,Medium
INV0010336,CUST0611,2024-03-27,15,2024-04-11,267645,48176.1,315821.1,Electronics,Direct,Paid,0,0,0-30,Closed,62,Amit,No,,Mar-2024,2024,Q1,High
INV0010337,CUST0550,2024-01-29,15,2024-02-13,77452,13941.36,91393.36,Software,Online,Paid,0,14,0-30,Reminder Sent,84,Neha,No,,Jan-2024,2024,Q1,Medium
INV0010338,CUST0112,2025-11-02,45,2025-12-17,44529,8015.22,52544.22,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,16,Sneha,No,,Nov-2025,2025,Q4,Low
INV0010339,CUST0175,2024-01-18,15,2024-02-02,153651,27657.18,181308.18,Consumer Goods,Corporate,Paid,0,14,0-30,Reminder Sent,54,Sneha,Yes,,Jan-2024,2024,Q1,Medium
INV0010340,CUST0834,2025-08-28,30,2025-09-27,117403,21132.54,138535.54,Software,Distributor,Paid,0,0,0-30,Closed,95,Rohit,No,,Aug-2025,2025,Q3,Medium
INV0010341,CUST0406,2025-05-24,60,2025-07-23,232677,41881.86,274558.86,Medical Supplies,Corporate,Paid,0,13,0-30,Reminder Sent,86,Pooja,No,,May-2025,2025,Q2,High
INV0010342,CUST0303,2025-02-13,45,2025-03-30,282462,50843.16,333305.16,Office Supplies,Distributor,Paid,0,14,0-30,Reminder Sent,70,Amit,No,,Feb-2025,2025,Q1,High
INV0010343,CUST0562,2024-06-13,15,2024-06-28,162483,29246.94,191729.94,Office Supplies,Corporate,Paid,0,0,0-30,Closed,85,Amit,No,,Jun-2024,2024,Q2,Medium
INV0010344,CUST0398,2024-05-20,15,2024-06-04,208388,37509.84,245897.84,Electronics,Online,Paid,0,6,0-30,Reminder Sent,33,Sneha,No,,May-2024,2024,Q2,High
INV0010345,CUST0115,2024-08-22,30,2024-09-21,52063,9371.34,61434.34,Office Supplies,Online,Unpaid,61434.34,618,90+,Legal Review,70,Rohit,No,2026-06-05,Aug-2024,2024,Q3,Low
INV0010346,CUST0597,2025-03-06,60,2025-05-05,298829,53789.22,352618.22,Office Supplies,Corporate,Paid,0,0,0-30,Closed,26,Amit,No,,Mar-2025,2025,Q1,High
INV0010347,CUST0436,2024-06-04,45,2024-07-19,47376,8527.68,55903.68,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,67,Pooja,No,,Jun-2024,2024,Q2,Low
INV0010348,CUST0844,2024-04-18,30,2024-05-18,253430,45617.4,299047.4,Electronics,Distributor,Paid,0,0,0-30,Closed,22,Karan,No,,Apr-2024,2024,Q2,High
INV0010349,CUST0601,2025-03-28,60,2025-05-27,280254,50445.72,330699.72,Consumer Goods,Online,Unpaid,330699.72,370,90+,Legal Review,62,Neha,Yes,2026-06-04,Mar-2025,2025,Q1,High
INV0010350,CUST0388,2025-11-28,15,2025-12-13,53698,9665.64,63363.64,Industrial Goods,Direct,Unpaid,63363.64,170,90+,Legal Review,42,Rohit,No,2026-06-11,Nov-2025,2025,Q4,Low
INV0010351,CUST0075,2026-03-20,15,2026-04-04,247751,44595.18,292346.18,Electronics,Distributor,Paid,0,0,0-30,Closed,93,Neha,No,,Mar-2026,2026,Q1,High
INV0010352,CUST0463,2024-04-05,45,2024-05-20,168734,30372.12,199106.12,Electronics,Distributor,Paid,0,0,0-30,Closed,48,Pooja,No,,Apr-2024,2024,Q2,Medium
INV0010353,CUST0435,2024-02-18,45,2024-04-03,209821,37767.78,247588.78,Office Supplies,Corporate,Paid,0,0,0-30,Closed,37,Pooja,No,,Feb-2024,2024,Q1,High
INV0010354,CUST0962,2024-05-12,15,2024-05-27,137917,24825.06,162742.06,Medical Supplies,Corporate,Paid,0,55,31-60,Escalated,62,Pooja,No,,May-2024,2024,Q2,Medium
INV0010355,CUST0523,2025-12-09,30,2026-01-08,39236,7062.48,46298.48,Industrial Goods,Direct,Paid,0,7,0-30,Reminder Sent,60,Amit,No,,Dec-2025,2025,Q4,Low
INV0010356,CUST0278,2024-12-03,30,2025-01-02,72232,13001.76,85233.76,Software,Online,Paid,0,0,0-30,Closed,61,Pooja,No,,Dec-2024,2024,Q4,Medium
INV0010357,CUST0639,2024-03-31,30,2024-04-30,191676,34501.68,226177.68,Software,Online,Paid,0,1,0-30,Reminder Sent,52,Sneha,No,,Mar-2024,2024,Q1,High
INV0010358,CUST0433,2025-09-07,30,2025-10-07,96310,17335.8,113645.8,Industrial Goods,Direct,Paid,0,15,0-30,Reminder Sent,71,Amit,No,,Sep-2025,2025,Q3,Medium
INV0010359,CUST0047,2024-11-07,30,2024-12-07,20178,3632.04,23810.04,Medical Supplies,Corporate,Paid,0,0,0-30,Closed,71,Pooja,No,,Nov-2024,2024,Q4,Low
INV0010360,CUST0842,2025-12-03,30,2026-01-02,73457,13222.26,86679.26,Software,Online,Paid,0,0,0-30,Closed,92,Pooja,No,,Dec-2025,2025,Q4,Medium
INV0010361,CUST0561,2024-11-28,45,2025-01-12,294204,52956.72,347160.72,Office Supplies,Corporate,Paid,0,11,0-30,Reminder Sent,56,Pooja,No,,Nov-2024,2024,Q4,High
INV0010362,CUST0681,2025-05-09,45,2025-06-23,115076,20713.68,135789.68,Electronics,Online,Paid,0,0,0-30,Closed,14,Rohit,No,,May-2025,2025,Q2,Medium
INV0010363,CUST0459,2025-03-02,15,2025-03-17,278816,50186.88,329002.88,Medical Supplies,Direct,Paid,0,0,0-30,Closed,27,Karan,No,,Mar-2025,2025,Q1,High
INV0010364,CUST0128,2024-04-17,60,2024-06-16,266704,48006.72,314710.72,Medical Supplies,Direct,Paid,0,11,0-30,Reminder Sent,30,Pooja,No,,Apr-2024,2024,Q2,High
INV0010365,CUST0427,2024-11-10,45,2024-12-25,275173,49531.14,324704.14,Medical Supplies,Direct,Paid,0,2,0-30,Reminder Sent,46,Neha,No,,Nov-2024,2024,Q4,High
INV0010366,CUST0407,2025-11-29,45,2026-01-13,113674,20461.32,134135.32,Office Supplies,Direct,Paid,0,0,0-30,Closed,80,Amit,No,,Nov-2025,2025,Q4,Medium
INV0010367,CUST0998,2024-05-19,60,2024-07-18,156920,28245.6,185165.6,Electronics,Corporate,Paid,0,5,0-30,Reminder Sent,86,Rohit,No,,May-2024,2024,Q2,Medium
INV0010368,CUST0976,2026-04-12,45,2026-05-27,158173,28471.14,186644.14,Electronics,Online,Paid,0,0,0-30,Closed,53,Sneha,No,,Apr-2026,2026,Q2,Medium
INV0010369,CUST0695,2025-12-10,15,2025-12-25,278289,50092.02,328381.02,Medical Supplies,Corporate,Paid,0,0,0-30,Closed,46,Rohit,No,,Dec-2025,2025,Q4,High
INV0010370,CUST0703,2025-08-03,60,2025-10-02,283313,50996.34,334309.34,Electronics,Distributor,Paid,0,10,0-30,Reminder Sent,54,Amit,No,,Aug-2025,2025,Q3,High
INV0010371,CUST0625,2024-11-07,30,2024-12-07,232711,41887.98,274598.98,Medical Supplies,Corporate,Paid,0,0,0-30,Closed,48,Sneha,No,,Nov-2024,2024,Q4,High
INV0010372,CUST0840,2025-01-16,45,2025-03-02,112116,20180.88,132296.88,Electronics,Distributor,Paid,0,0,0-30,Closed,55,Pooja,No,,Jan-2025,2025,Q1,Medium
INV0010373,CUST0730,2025-05-06,45,2025-06-20,101552,18279.36,119831.36,Medical Supplies,Distributor,Paid,0,7,0-30,Reminder Sent,64,Karan,No,,May-2025,2025,Q2,Medium
INV0010374,CUST0697,2024-09-25,45,2024-11-09,163858,29494.44,193352.44,Industrial Goods,Direct,Paid,0,14,0-30,Reminder Sent,36,Rohit,No,,Sep-2024,2024,Q3,Medium
INV0010375,CUST0908,2024-05-07,45,2024-06-21,209598,37727.64,247325.64,Office Supplies,Online,Paid,0,15,0-30,Reminder Sent,50,Sneha,No,,May-2024,2024,Q2,High
INV0010376,CUST0560,2024-12-02,30,2025-01-01,226337,40740.66,267077.66,Medical Supplies,Distributor,Paid,0,0,0-30,Closed,43,Rohit,No,,Dec-2024,2024,Q4,High
INV0010377,CUST0761,2024-04-18,30,2024-05-18,262876,47317.68,310193.68,Software,Corporate,Paid,0,53,31-60,Escalated,31,Karan,No,,Apr-2024,2024,Q2,High
INV0010378,CUST0220,2026-03-17,60,2026-05-16,71953,12951.54,84904.54,Electronics,Online,Paid,0,29,0-30,Escalated,30,Neha,No,,Mar-2026,2026,Q1,Medium
INV0010379,CUST0811,2025-11-02,60,2026-01-01,172605,31068.9,203673.9,Consumer Goods,Direct,Paid,0,6,0-30,Reminder Sent,86,Rohit,Yes,,Nov-2025,2025,Q4,High
INV0010380,CUST0860,2025-12-12,15,2025-12-27,162477,29245.86,191722.86,Medical Supplies,Direct,Paid,0,0,0-30,Closed,39,Karan,No,,Dec-2025,2025,Q4,Medium
INV0010381,CUST0816,2024-08-31,30,2024-09-30,52645,9476.1,62121.1,Office Supplies,Corporate,Paid,0,0,0-30,Closed,66,Neha,No,,Aug-2024,2024,Q3,Low
INV0010382,CUST0877,2025-10-18,60,2025-12-17,283873,51097.14,334970.14,Electronics,Distributor,Paid,0,0,0-30,Closed,77,Sneha,No,,Oct-2025,2025,Q4,High
INV0010383,CUST0496,2024-06-19,60,2024-08-18,280764,50537.52,331301.52,Electronics,Corporate,Paid,0,0,0-30,Closed,75,Karan,No,,Jun-2024,2024,Q2,High
INV0010384,CUST0451,2025-06-16,45,2025-07-31,203382,36608.76,239990.76,Office Supplies,Direct,Paid,0,0,0-30,Closed,34,Amit,No,,Jun-2025,2025,Q2,High
INV0010385,CUST0997,2025-09-23,60,2025-11-22,13030,2345.4,15375.4,Medical Supplies,Distributor,Paid,0,4,0-30,Reminder Sent,30,Neha,No,,Sep-2025,2025,Q3,Low
INV0010386,CUST0314,2025-12-17,45,2026-01-31,33056,5950.08,39006.08,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,68,Sneha,No,,Dec-2025,2025,Q4,Low
INV0010387,CUST0677,2026-03-27,60,2026-05-26,51880,9338.4,61218.4,Medical Supplies,Distributor,Unpaid,61218.4,6,0-30,Open,55,Karan,No,2026-06-08,Mar-2026,2026,Q1,Low
INV0010388,CUST0289,2025-10-09,30,2025-11-08,255663,46019.34,301682.34,Industrial Goods,Direct,Paid,0,0,0-30,Closed,22,Pooja,No,,Oct-2025,2025,Q4,High
INV0010389,CUST0587,2024-11-01,45,2024-12-16,110934,19968.12,130902.12,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,68,Amit,No,,Nov-2024,2024,Q4,Medium
INV0010390,CUST0638,2025-01-31,30,2025-03-02,251249,45224.82,296473.82,Software,Online,Unpaid,296473.82,456,90+,Legal Review,49,Karan,No,2026-06-06,Jan-2025,2025,Q1,High
INV0010391,CUST0306,2024-03-13,30,2024-04-12,281883,50738.94,332621.94,Electronics,Corporate,Paid,0,8,0-30,Reminder Sent,89,Amit,No,,Mar-2024,2024,Q1,High
INV0010392,CUST0275,2025-12-31,60,2026-03-01,24379,4388.22,28767.22,Software,Distributor,Paid,0,1,0-30,Reminder Sent,13,Sneha,No,,Dec-2025,2025,Q4,Low
INV0010393,CUST0940,2026-01-20,15,2026-02-04,241283,43430.94,284713.94,Consumer Goods,Direct,Paid,0,15,0-30,Reminder Sent,64,Karan,No,,Jan-2026,2026,Q1,High
INV0010394,CUST0422,2025-08-04,15,2025-08-19,216052,38889.36,254941.36,Industrial Goods,Direct,Paid,0,0,0-30,Closed,40,Pooja,No,,Aug-2025,2025,Q3,High
INV0010395,CUST0516,2026-01-16,45,2026-03-02,95887,17259.66,113146.66,Medical Supplies,Distributor,Paid,0,0,0-30,Closed,28,Rohit,No,,Jan-2026,2026,Q1,Medium
INV0010396,CUST0877,2025-03-09,15,2025-03-24,140557,25300.26,165857.26,Medical Supplies,Online,Paid,0,11,0-30,Reminder Sent,76,Sneha,No,,Mar-2025,2025,Q1,Medium
INV0010397,CUST0616,2024-06-12,30,2024-07-12,206832,37229.76,244061.76,Office Supplies,Distributor,Paid,0,0,0-30,Closed,68,Karan,No,,Jun-2024,2024,Q2,High
INV0010398,CUST0822,2025-09-04,60,2025-11-03,60948,10970.64,71918.64,Electronics,Online,Paid,0,0,0-30,Closed,42,Neha,No,,Sep-2025,2025,Q3,Low
INV0010399,CUST0271,2024-06-16,30,2024-07-16,68870,12396.6,81266.6,Medical Supplies,Direct,Paid,0,0,0-30,Closed,73,Rohit,No,,Jun-2024,2024,Q2,Medium
INV0010400,CUST0358,2024-10-17,60,2024-12-16,88519,15933.42,104452.42,Medical Supplies,Distributor,Paid,0,0,0-30,Closed,49,Neha,No,,Oct-2024,2024,Q4,Medium
INV0010401,CUST0066,2025-05-15,15,2025-05-30,259972,46794.96,306766.96,Software,Corporate,Paid,0,2,0-30,Reminder Sent,81,Rohit,No,,May-2025,2025,Q2,High
INV0010402,CUST0703,2025-03-08,15,2025-03-23,177021,31863.78,208884.78,Office Supplies,Direct,Paid,0,13,0-30,Reminder Sent,52,Sneha,No,,Mar-2025,2025,Q1,High
INV0010403,CUST0947,2025-02-23,15,2025-03-10,286575,51583.5,338158.5,Electronics,Direct,Unpaid,338158.5,448,90+,Legal Review,34,Pooja,No,2026-06-18,Feb-2025,2025,Q1,High
INV0010404,CUST0891,2025-10-14,60,2025-12-13,223253,40185.54,263438.54,Medical Supplies,Direct,Paid,0,0,0-30,Closed,75,Amit,No,,Oct-2025,2025,Q4,High
