Payment_ID,Invoice_ID,Payment_Date,Amount_Paid,Payment_Method,Delay_Days,Write_Off_Flag
PAY0008283,INV0008283,2025-01-18,181557.16,Bank Transfer,14,No
PAY0008284,INV0008284,2024-04-22,86398.42,Cheque,4,No
PAY0008285,INV0008285,2024-12-28,348485.86,NEFT,0,No
PAY0008286,INV0008286,,0,,539,No
PAY0008287,INV0008287,2024-10-29,243785.64,Cheque,0,No
PAY0008288,INV0008288,2025-11-21,81208.78,NEFT,0,No
PAY0008289,INV0008289,2025-04-17,265432.74,UPI,8,No
PAY0008290,INV0008290,2024-12-12,224097.34,UPI,0,No
PAY0008291,INV0008291,2024-09-04,293723.24,Bank Transfer,8,No
PAY0008292,INV0008292,2026-01-01,27447.98,RTGS,8,No
PAY0008293,INV0008293,2024-11-17,191358.24,Cheque,0,No
PAY0008294,INV0008294,2025-08-29,84656.74,Bank Transfer,0,No
PAY0008295,INV0008295,2026-04-14,347410.88,UPI,0,No
PAY0008296,INV0008296,2024-12-14,66542.56,RTGS,0,No
PAY0008297,INV0008297,2024-09-04,55601.6,UPI,38,No
PAY0008298,INV0008298,2025-07-09,66439.9,NEFT,2,No
PAY0008299,INV0008299,2026-02-09,283301.48,UPI,21,No
PAY0008300,INV0008300,2025-06-26,216181.9,Cheque,15,No
PAY0008301,INV0008301,2026-02-16,319907.44,UPI,0,No
PAY0008302,INV0008302,2024-04-13,198872.48,Cheque,7,No
PAY0008303,INV0008303,2026-06-19,220651.74,Bank Transfer,0,No
PAY0008304,INV0008304,2024-05-03,173725.5,Bank Transfer,8,No
PAY0008305,INV0008305,2024-09-06,84102.14,RTGS,0,No
PAY0008306,INV0008306,2024-07-31,98362.44,NEFT,0,No
PAY0008307,INV0008307,,0,,537,No
PAY0008308,INV0008308,2025-07-19,89026.28,Bank Transfer,12,No
PAY0008309,INV0008309,2025-02-19,91934.98,NEFT,60,No
PAY0008310,INV0008310,2025-05-24,234076.6,RTGS,0,No
PAY0008311,INV0008311,2025-06-02,195188.52,UPI,0,No
PAY0008312,INV0008312,2025-04-12,15147.66,NEFT,0,No
PAY0008313,INV0008313,2025-10-19,32643.52,Cheque,4,No
PAY0008314,INV0008314,2024-05-08,116661.88,NEFT,0,No
PAY0008315,INV0008315,2024-12-15,41182,Bank Transfer,11,No
PAY0008316,INV0008316,2024-09-26,207709.5,NEFT,0,No
PAY0008317,INV0008317,2025-04-20,225082.64,RTGS,0,No
PAY0008318,INV0008318,2024-06-09,290931.36,UPI,0,No
PAY0008319,INV0008319,2024-08-15,293005.8,Cheque,0,No
PAY0008320,INV0008320,2024-06-30,110209.64,Bank Transfer,44,No
PAY0008321,INV0008321,2024-03-10,109172.42,RTGS,0,No
PAY0008322,INV0008322,2025-12-30,245432.92,UPI,8,No
PAY0008323,INV0008323,2024-07-21,211876.08,Bank Transfer,0,No
PAY0008324,INV0008324,2025-04-15,139113.74,RTGS,0,No
PAY0008325,INV0008325,2024-03-31,168282.16,Bank Transfer,0,No
PAY0008326,INV0008326,2025-08-25,296295.64,RTGS,29,No
PAY0008327,INV0008327,2025-12-10,113314.22,Bank Transfer,0,No
PAY0008328,INV0008328,2025-11-13,271200.58,UPI,1,No
PAY0008329,INV0008329,2025-03-21,62977.78,Bank Transfer,0,No
PAY0008330,INV0008330,2026-01-10,100461.66,UPI,0,No
PAY0008331,INV0008331,2024-04-26,203073.28,Cheque,4,No
PAY0008332,INV0008332,2024-05-13,197469.46,Bank Transfer,0,No
PAY0008333,INV0008333,2026-03-19,203403.68,Cheque,9,No
PAY0008334,INV0008334,2024-03-30,98150.04,Bank Transfer,11,No
PAY0008335,INV0008335,2025-08-27,284558.18,Cheque,5,No
PAY0008336,INV0008336,2025-10-18,211097.28,UPI,0,No
PAY0008337,INV0008337,2025-12-21,47090.26,UPI,0,No
PAY0008338,INV0008338,,0,,817,No
PAY0008339,INV0008339,2024-12-29,353077.24,Cheque,9,No
PAY0008340,INV0008340,2024-07-23,47846.64,UPI,0,No
PAY0008341,INV0008341,2024-07-08,254039.84,RTGS,0,No
PAY0008342,INV0008342,2025-12-31,70243.04,NEFT,11,No
PAY0008343,INV0008343,2025-07-13,129444.82,NEFT,0,No
PAY0008344,INV0008344,,0,,658,Yes
PAY0008345,INV0008345,2025-10-06,199153.32,UPI,0,No
PAY0008346,INV0008346,2024-09-26,83448.42,Bank Transfer,0,No
PAY0008347,INV0008347,2024-10-08,107317.46,RTGS,0,No
PAY0008348,INV0008348,2025-10-18,203794.26,Cheque,0,No
PAY0008349,INV0008349,2025-01-04,242823.94,NEFT,0,No
PAY0008350,INV0008350,2026-03-22,144947.66,UPI,0,No
PAY0008351,INV0008351,2024-06-20,264550.1,Bank Transfer,9,No
PAY0008352,INV0008352,2025-06-01,318873.76,UPI,0,No
PAY0008353,INV0008353,2026-03-03,318434.8,RTGS,6,No
PAY0008354,INV0008354,2024-09-30,271412.98,RTGS,0,No
PAY0008355,INV0008355,2026-03-05,316374.52,RTGS,0,No
PAY0008356,INV0008356,2025-03-04,48422.48,UPI,18,No
PAY0008357,INV0008357,,0,,35,No
PAY0008358,INV0008358,2024-08-17,269515.54,Bank Transfer,0,No
PAY0008359,INV0008359,2026-06-18,90333.72,NEFT,0,No
PAY0008360,INV0008360,2024-09-18,175989.92,Cheque,0,No
PAY0008361,INV0008361,2026-02-08,251211.38,NEFT,9,No
PAY0008362,INV0008362,2025-08-09,127750.34,Cheque,11,No
PAY0008363,INV0008363,2026-01-27,37709.26,RTGS,0,No
PAY0008364,INV0008364,2024-04-24,49906.92,Bank Transfer,0,No
PAY0008365,INV0008365,2024-11-21,96334.02,UPI,25,No
PAY0008366,INV0008366,2026-02-14,253355.44,NEFT,10,No
PAY0008367,INV0008367,2024-03-08,130549.3,UPI,0,No
PAY0008368,INV0008368,2025-05-08,112020.94,NEFT,0,No
PAY0008369,INV0008369,2024-01-29,11906.2,UPI,0,No
PAY0008370,INV0008370,2026-02-20,234988.74,Cheque,11,No
PAY0008371,INV0008371,2025-12-28,194301.16,NEFT,7,No
PAY0008372,INV0008372,2025-08-22,166613.64,Cheque,15,No
PAY0008373,INV0008373,2024-08-19,76836.88,UPI,0,No
PAY0008374,INV0008374,2024-09-04,220392.14,Cheque,0,No
PAY0008375,INV0008375,2025-04-24,52658.68,RTGS,36,No
PAY0008376,INV0008376,2026-04-24,103609.9,UPI,0,No
PAY0008377,INV0008377,2024-09-12,247258.38,RTGS,10,No
PAY0008378,INV0008378,2025-06-11,55157.92,Cheque,0,No
PAY0008379,INV0008379,2026-02-21,250654.42,Bank Transfer,21,No
PAY0008380,INV0008380,2026-03-06,176371.06,UPI,0,No
PAY0008381,INV0008381,2024-10-06,348614.48,Cheque,4,No
PAY0008382,INV0008382,2024-11-12,206720.66,UPI,1,No
PAY0008383,INV0008383,2026-03-23,86753.6,RTGS,7,No
PAY0008384,INV0008384,2026-02-11,331007.7,Cheque,4,No
PAY0008385,INV0008385,2025-04-28,137267.04,RTGS,2,No
PAY0008386,INV0008386,2024-05-22,93157.46,Bank Transfer,6,No
PAY0008387,INV0008387,2024-09-14,134099.92,Cheque,0,No
PAY0008388,INV0008388,2025-08-22,231311.86,NEFT,0,No
PAY0008389,INV0008389,2024-12-28,170435.66,Cheque,13,No
PAY0008390,INV0008390,2025-02-17,245791.64,Cheque,0,No
PAY0008391,INV0008391,2024-12-31,335951.9,UPI,0,No
PAY0008392,INV0008392,2026-04-20,203231.4,NEFT,14,No
PAY0008393,INV0008393,2026-04-07,116579.28,UPI,0,No
PAY0008394,INV0008394,2024-09-11,139038.22,NEFT,0,No
PAY0008395,INV0008395,2024-07-09,202143.44,NEFT,20,No
PAY0008396,INV0008396,2024-09-04,43152.6,NEFT,55,No
PAY0008397,INV0008397,2024-03-07,227550.02,Bank Transfer,0,No
PAY0008398,INV0008398,2025-03-23,138739.68,RTGS,0,No
PAY0008399,INV0008399,2024-11-19,74446.2,NEFT,4,No
PAY0008400,INV0008400,2025-03-13,345245.58,NEFT,0,No
PAY0008401,INV0008401,2025-10-26,111342.44,UPI,0,No
PAY0008402,INV0008402,2025-06-21,70252.48,UPI,10,No
PAY0008403,INV0008403,2026-04-09,100871.12,Bank Transfer,0,No
PAY0008404,INV0008404,2025-04-01,224295.58,Bank Transfer,0,No
PAY0008405,INV0008405,2025-06-29,233429.96,UPI,0,No
PAY0008406,INV0008406,2026-02-22,298315.8,RTGS,0,No
PAY0008407,INV0008407,2026-03-22,212353.98,RTGS,0,No
PAY0008408,INV0008408,2026-04-26,76768.44,Bank Transfer,0,No
PAY0008409,INV0008409,2025-03-29,304566.26,RTGS,60,No
PAY0008410,INV0008410,2025-07-20,239309.9,UPI,8,No
PAY0008411,INV0008411,2024-11-18,310395.46,UPI,4,No
PAY0008412,INV0008412,2025-03-02,44075.36,RTGS,12,No
PAY0008413,INV0008413,2024-06-14,18339.56,Cheque,14,No
PAY0008414,INV0008414,2026-01-29,104642.4,Bank Transfer,0,No
PAY0008415,INV0008415,2026-03-11,148171.42,Cheque,0,No
PAY0008416,INV0008416,2024-08-25,277163.12,Bank Transfer,0,No
PAY0008417,INV0008417,2026-03-01,289311.22,RTGS,0,No
PAY0008418,INV0008418,2025-10-03,153664.32,Bank Transfer,13,No
PAY0008419,INV0008419,2025-03-19,326763.24,UPI,15,No
PAY0008420,INV0008420,2025-07-09,212325.66,UPI,0,No
PAY0008421,INV0008421,2025-02-19,297941.74,UPI,0,No
PAY0008422,INV0008422,2025-02-16,215774.8,NEFT,51,No
PAY0008423,INV0008423,2026-03-20,114456.46,Cheque,0,No
PAY0008424,INV0008424,2024-09-28,77680.58,UPI,0,No
PAY0008425,INV0008425,2025-11-24,219312.44,Bank Transfer,0,No
PAY0008426,INV0008426,2025-11-22,41576.12,NEFT,14,No
PAY0008427,INV0008427,2025-03-11,209923.18,Cheque,0,No
PAY0008428,INV0008428,2024-03-25,41642.2,RTGS,0,No
PAY0008429,INV0008429,2024-08-12,76166.64,Cheque,42,No
PAY0008430,INV0008430,2024-11-20,239672.16,UPI,35,No
PAY0008431,INV0008431,2024-04-20,328710.24,NEFT,0,No
PAY0008432,INV0008432,2025-11-12,173004.52,UPI,6,No
PAY0008433,INV0008433,2025-03-04,79339.66,RTGS,0,No
PAY0008434,INV0008434,2026-06-02,103844.72,NEFT,3,No
PAY0008435,INV0008435,2025-03-24,170159.54,RTGS,0,No
PAY0008436,INV0008436,2025-05-04,87786.1,NEFT,0,No
PAY0008437,INV0008437,2025-09-19,282005.84,Bank Transfer,0,No
PAY0008438,INV0008438,2025-06-21,125072.92,UPI,15,No
PAY0008439,INV0008439,2026-03-04,181240.92,NEFT,13,No
PAY0008440,INV0008440,2025-03-26,292005.16,Bank Transfer,0,No
PAY0008441,INV0008441,2025-08-13,228151.82,RTGS,0,No
PAY0008442,INV0008442,2025-10-05,154082.04,UPI,2,No
PAY0008443,INV0008443,2025-09-13,180235.56,UPI,35,No
PAY0008444,INV0008444,2026-03-19,147005.58,Bank Transfer,10,No
PAY0008445,INV0008445,2025-10-18,12032.46,RTGS,0,No
PAY0008446,INV0008446,2025-05-26,177643.1,Bank Transfer,0,No
PAY0008447,INV0008447,2025-10-23,337543.72,RTGS,7,No
PAY0008448,INV0008448,2026-01-13,29589.68,Cheque,0,No
PAY0008449,INV0008449,2024-11-08,276824.46,Bank Transfer,39,No
PAY0008450,INV0008450,2024-08-25,65028.62,Cheque,0,No
PAY0008451,INV0008451,2024-10-04,325088.82,NEFT,0,No
PAY0008452,INV0008452,,0,,859,No
PAY0008453,INV0008453,,0,,641,Yes
PAY0008454,INV0008454,2024-06-11,186513.16,NEFT,0,No
PAY0008455,INV0008455,2025-07-26,84353.48,UPI,0,No
PAY0008456,INV0008456,2025-03-08,144869.78,Cheque,0,No
PAY0008457,INV0008457,2025-09-04,257632.94,UPI,0,No
PAY0008458,INV0008458,2024-12-05,242468.76,UPI,0,No
PAY0008459,INV0008459,2025-08-02,60885.64,UPI,10,No
PAY0008460,INV0008460,2026-01-17,114142.58,Cheque,0,No
PAY0008461,INV0008461,2025-07-03,351807.56,Bank Transfer,0,No
PAY0008462,INV0008462,2024-08-08,313743.12,Cheque,0,No
PAY0008463,INV0008463,2024-02-22,352552.14,UPI,0,No
PAY0008464,INV0008464,2026-06-09,277253.98,RTGS,0,No
PAY0008465,INV0008465,2025-08-20,231205.66,NEFT,0,No
PAY0008466,INV0008466,2024-11-08,192994.9,Bank Transfer,10,No
PAY0008467,INV0008467,2024-07-28,345649.14,RTGS,0,No
PAY0008468,INV0008468,2026-04-01,205324.72,Cheque,43,No
PAY0008469,INV0008469,2024-11-12,283530.4,Bank Transfer,16,No
PAY0008470,INV0008470,2024-12-09,16141.22,RTGS,19,No
PAY0008471,INV0008471,2024-10-30,306961.66,Cheque,15,No
PAY0008472,INV0008472,,0,,473,No
PAY0008473,INV0008473,2026-04-23,96291.54,Cheque,0,No
PAY0008474,INV0008474,2024-12-17,43078.26,RTGS,0,No
PAY0008475,INV0008475,2024-12-28,108080.92,Bank Transfer,0,No
PAY0008476,INV0008476,2026-03-26,262221.96,Bank Transfer,0,No
PAY0008477,INV0008477,2024-09-05,128691.98,NEFT,14,No
PAY0008478,INV0008478,2026-03-06,317246.54,NEFT,0,No
PAY0008479,INV0008479,2026-03-11,158353.64,RTGS,15,No
PAY0008480,INV0008480,2024-07-13,349677.66,NEFT,0,No
PAY0008481,INV0008481,2025-02-22,152254.22,RTGS,0,No
PAY0008482,INV0008482,2025-04-12,74573.64,UPI,0,No
PAY0008483,INV0008483,2026-01-08,128448.9,NEFT,0,No
PAY0008484,INV0008484,2024-06-11,307733.38,RTGS,0,No
PAY0008485,INV0008485,2025-12-13,105574.6,Bank Transfer,19,No
PAY0008486,INV0008486,2025-02-06,178546.98,RTGS,52,No
PAY0008487,INV0008487,2026-06-09,207069.94,RTGS,0,No
PAY0008488,INV0008488,2024-10-29,22860.14,RTGS,5,No
PAY0008489,INV0008489,2024-12-08,167934.06,Bank Transfer,11,No
PAY0008490,INV0008490,2025-06-26,348452.82,NEFT,0,No
PAY0008491,INV0008491,2025-02-13,205842.74,Cheque,0,No
PAY0008492,INV0008492,2026-05-20,137813.38,UPI,0,No
PAY0008493,INV0008493,2024-11-29,272616.58,Bank Transfer,0,No
PAY0008494,INV0008494,2025-09-01,37999.54,Cheque,0,No
PAY0008495,INV0008495,2025-11-24,51601.4,NEFT,0,No
PAY0008496,INV0008496,2025-01-25,189227.16,Cheque,0,No
PAY0008497,INV0008497,2024-01-13,94064.88,UPI,0,No
PAY0008498,INV0008498,2024-06-21,38807.84,UPI,58,No
PAY0008499,INV0008499,,0,,471,No
PAY0008500,INV0008500,2024-04-26,290643.44,Cheque,0,No
PAY0008501,INV0008501,2024-11-30,183629.24,UPI,0,No
PAY0008502,INV0008502,2026-01-03,338421.64,Bank Transfer,0,No
PAY0008503,INV0008503,2025-08-01,143634.32,UPI,0,No
PAY0008504,INV0008504,2025-07-14,46274.88,RTGS,5,No
PAY0008505,INV0008505,2024-08-11,76676.4,Bank Transfer,21,No
PAY0008506,INV0008506,2024-12-04,98777.8,NEFT,0,No
PAY0008507,INV0008507,2024-02-05,139477.18,UPI,1,No
PAY0008508,INV0008508,2024-09-04,332551.14,Cheque,0,No
PAY0008509,INV0008509,2025-04-21,160777.36,NEFT,51,No
PAY0008510,INV0008510,2025-05-23,14364.14,Bank Transfer,3,No
PAY0008511,INV0008511,2026-02-23,38943.54,UPI,0,No
PAY0008512,INV0008512,2024-11-18,154961.14,Cheque,55,No
PAY0008513,INV0008513,2024-03-16,311284,Bank Transfer,0,No
PAY0008514,INV0008514,2025-10-14,179962.98,RTGS,0,No
PAY0008515,INV0008515,2024-06-03,123563.7,UPI,0,No
PAY0008516,INV0008516,2025-11-15,68463.6,Cheque,0,No
PAY0008517,INV0008517,2026-01-04,170430.94,Cheque,10,No
PAY0008518,INV0008518,2025-09-28,36929.28,Bank Transfer,0,No
PAY0008519,INV0008519,2024-10-05,318008.82,UPI,0,No
PAY0008520,INV0008520,2024-11-20,223148.62,NEFT,0,No
PAY0008521,INV0008521,,0,,624,Yes
PAY0008522,INV0008522,2025-04-30,133966.58,Bank Transfer,4,No
PAY0008523,INV0008523,2026-01-17,213497.4,Cheque,0,No
PAY0008524,INV0008524,2024-12-25,113583.26,NEFT,0,No
PAY0008525,INV0008525,2025-01-22,11954.58,Bank Transfer,0,No
PAY0008526,INV0008526,2025-12-26,154495.04,Cheque,0,No
PAY0008527,INV0008527,2025-05-10,262344.68,RTGS,0,No
PAY0008528,INV0008528,2026-01-17,321393.06,RTGS,37,No
PAY0008529,INV0008529,2025-06-19,115763.9,Bank Transfer,0,No
PAY0008530,INV0008530,2025-07-26,294883.18,NEFT,0,No
PAY0008531,INV0008531,,0,,184,No
PAY0008532,INV0008532,,0,,585,No
PAY0008533,INV0008533,2025-06-29,66316,UPI,21,No
PAY0008534,INV0008534,2025-04-25,103583.94,UPI,10,No
PAY0008535,INV0008535,2026-05-19,96329.3,RTGS,5,No
PAY0008536,INV0008536,2025-11-15,144786,Bank Transfer,0,No
PAY0008537,INV0008537,2025-05-22,190354.06,UPI,0,No
PAY0008538,INV0008538,2025-11-19,29605.02,UPI,0,No
PAY0008539,INV0008539,2025-10-28,346902.3,UPI,42,No
PAY0008540,INV0008540,2024-05-18,89959.66,Bank Transfer,0,No
PAY0008541,INV0008541,2026-03-09,188965.2,Cheque,0,No
PAY0008542,INV0008542,2024-04-13,90974.46,UPI,10,No
PAY0008543,INV0008543,2024-05-19,48270.26,NEFT,0,No
PAY0008544,INV0008544,2024-11-07,178711,RTGS,0,No
PAY0008545,INV0008545,2025-07-10,184107.14,Cheque,0,No
PAY0008546,INV0008546,2024-04-17,333248.52,UPI,0,No
PAY0008547,INV0008547,2025-09-14,55048.18,NEFT,0,No
PAY0008548,INV0008548,,0,,629,Yes
PAY0008549,INV0008549,2025-08-24,118284.38,UPI,55,No
PAY0008550,INV0008550,2025-09-30,50187.76,Cheque,0,No
PAY0008551,INV0008551,2024-11-13,87219.7,Bank Transfer,0,No
PAY0008552,INV0008552,,0,,847,Yes
PAY0008553,INV0008553,2024-07-29,280414.02,UPI,12,No
PAY0008554,INV0008554,2026-03-20,349088.84,UPI,14,No
PAY0008555,INV0008555,2024-04-30,246681.36,NEFT,0,No
PAY0008556,INV0008556,2024-05-31,97405.46,Cheque,0,No
PAY0008557,INV0008557,2025-09-23,273639.64,Bank Transfer,0,No
PAY0008558,INV0008558,2025-07-11,296681.5,Cheque,57,No
PAY0008559,INV0008559,2026-01-12,119823.1,UPI,0,No
PAY0008560,INV0008560,2026-06-02,281317.9,RTGS,15,No
PAY0008561,INV0008561,2025-01-22,124019.18,Cheque,5,No
PAY0008562,INV0008562,2025-12-01,334918.22,UPI,0,No
PAY0008563,INV0008563,2025-08-04,290363.78,Bank Transfer,29,No
PAY0008564,INV0008564,2024-05-11,207696.52,RTGS,0,No
PAY0008565,INV0008565,2025-01-25,115724.96,UPI,4,No
PAY0008566,INV0008566,2025-07-14,236155.76,Bank Transfer,14,No
PAY0008567,INV0008567,2026-05-04,187443,RTGS,0,No
PAY0008568,INV0008568,2025-03-05,160881.2,RTGS,0,No
PAY0008569,INV0008569,2024-05-19,292073.6,UPI,0,No
PAY0008570,INV0008570,2025-08-14,348026.84,Bank Transfer,18,No
PAY0008571,INV0008571,2025-08-20,234474.26,Bank Transfer,4,No
PAY0008572,INV0008572,2025-09-27,200432.44,Cheque,0,No
PAY0008573,INV0008573,2024-11-07,187629.44,UPI,0,No
PAY0008574,INV0008574,2026-05-09,299863.96,NEFT,0,No
PAY0008575,INV0008575,2025-06-25,195900.06,Cheque,29,No
PAY0008576,INV0008576,2026-01-27,270451.28,RTGS,0,No
PAY0008577,INV0008577,2025-10-04,231978.56,Bank Transfer,0,No
PAY0008578,INV0008578,2026-05-13,34623.56,NEFT,2,No
PAY0008579,INV0008579,2024-05-25,131918.1,RTGS,8,No
PAY0008580,INV0008580,2024-12-03,324361.94,Cheque,5,No
PAY0008581,INV0008581,2024-06-11,284533.4,UPI,0,No
PAY0008582,INV0008582,2024-01-18,243718.38,Cheque,0,No
PAY0008583,INV0008583,2024-11-27,293329.12,RTGS,13,No
PAY0008584,INV0008584,2025-02-09,41415.64,NEFT,0,No
PAY0008585,INV0008585,2024-07-01,237314.52,UPI,0,No
PAY0008586,INV0008586,2024-09-03,22549.8,Bank Transfer,0,No
PAY0008587,INV0008587,2024-08-15,304625.26,Cheque,4,No
PAY0008588,INV0008588,2025-07-19,163570.42,RTGS,0,No
PAY0008589,INV0008589,2024-10-02,142030.7,Cheque,0,No
PAY0008590,INV0008590,2024-09-04,173143.76,Bank Transfer,0,No
PAY0008591,INV0008591,2025-04-04,17325.94,Bank Transfer,0,No
PAY0008592,INV0008592,2025-03-12,60762.92,Cheque,0,No
PAY0008593,INV0008593,2025-08-09,149843.48,NEFT,0,No
PAY0008594,INV0008594,2025-08-20,247525.06,Cheque,0,No
PAY0008595,INV0008595,2025-02-03,223407.04,Cheque,0,No
PAY0008596,INV0008596,2025-05-01,73514,NEFT,0,No
PAY0008597,INV0008597,2024-03-26,308459.08,UPI,0,No
PAY0008598,INV0008598,2025-11-24,296871.48,NEFT,0,No
PAY0008599,INV0008599,2026-06-14,151143.84,Cheque,9,No
PAY0008600,INV0008600,2025-02-03,296605.98,Bank Transfer,14,No
PAY0008601,INV0008601,2024-09-27,28823.86,Bank Transfer,0,No
PAY0008602,INV0008602,2025-02-24,54031.02,Cheque,0,No
PAY0008603,INV0008603,2024-08-22,340280.14,Cheque,0,No
PAY0008604,INV0008604,2025-05-18,219059.92,UPI,0,No
PAY0008605,INV0008605,2026-04-12,334093.4,Bank Transfer,0,No
PAY0008606,INV0008606,2026-02-14,24017.72,Cheque,0,No
PAY0008607,INV0008607,2025-03-27,106313.28,NEFT,0,No
PAY0008608,INV0008608,2025-04-02,298213.14,NEFT,14,No
PAY0008609,INV0008609,2024-10-15,292717.88,Cheque,0,No
PAY0008610,INV0008610,,0,,425,No
PAY0008611,INV0008611,2024-12-25,352914.4,Bank Transfer,0,No
PAY0008612,INV0008612,,0,,301,No
PAY0008613,INV0008613,2026-01-09,191316.94,NEFT,0,No
PAY0008614,INV0008614,2025-06-03,77929.56,Cheque,3,No
PAY0008615,INV0008615,,0,,133,No
PAY0008616,INV0008616,2026-01-08,284836.66,Bank Transfer,0,No
PAY0008617,INV0008617,2026-04-09,344065.58,Cheque,0,No
PAY0008618,INV0008618,2024-09-30,200260.16,Cheque,0,No
PAY0008619,INV0008619,2025-05-11,235113.82,UPI,0,No
PAY0008620,INV0008620,2026-04-16,240599.64,RTGS,13,No
PAY0008621,INV0008621,2025-06-21,231026.3,UPI,0,No
PAY0008622,INV0008622,2026-02-05,179166.48,RTGS,0,No
PAY0008623,INV0008623,2024-02-15,58794.68,Bank Transfer,0,No
PAY0008624,INV0008624,2024-08-10,29555.46,Cheque,0,No
PAY0008625,INV0008625,2024-05-13,316461.84,RTGS,15,No
PAY0008626,INV0008626,2025-10-26,163923.24,UPI,15,No
PAY0008627,INV0008627,2025-05-26,308709.24,RTGS,0,No
PAY0008628,INV0008628,2025-05-27,227804.9,Cheque,35,No
PAY0008629,INV0008629,,0,,676,No
PAY0008630,INV0008630,2025-05-25,44836.46,RTGS,0,No
PAY0008631,INV0008631,2024-02-11,27870.42,Cheque,0,No
PAY0008632,INV0008632,2026-05-11,30829.86,UPI,0,No
PAY0008633,INV0008633,2026-01-24,159130.08,UPI,0,No
PAY0008634,INV0008634,2025-08-05,82260.16,Cheque,0,No
PAY0008635,INV0008635,2025-10-19,206031.54,RTGS,57,No
PAY0008636,INV0008636,2025-06-06,308645.52,UPI,0,No
PAY0008637,INV0008637,2025-09-30,338457.04,Bank Transfer,7,No
PAY0008638,INV0008638,2024-08-31,88286.42,Bank Transfer,8,No
PAY0008639,INV0008639,2025-05-11,48344.6,Bank Transfer,24,No
PAY0008640,INV0008640,2024-04-07,266130.12,Cheque,0,No
PAY0008641,INV0008641,2025-07-24,195359.62,RTGS,0,No
PAY0008642,INV0008642,2024-03-27,317095.5,UPI,0,No
PAY0008643,INV0008643,2025-02-19,62342.94,RTGS,0,No
PAY0008644,INV0008644,2024-05-14,26472.12,UPI,6,No
PAY0008645,INV0008645,2026-03-30,221536.74,Bank Transfer,15,No
PAY0008646,INV0008646,2025-12-01,134872.82,Bank Transfer,2,No
PAY0008647,INV0008647,2026-03-24,318413.56,NEFT,0,No
PAY0008648,INV0008648,2025-05-14,178989.48,UPI,0,No
PAY0008649,INV0008649,2024-09-24,92575.72,UPI,14,No
PAY0008650,INV0008650,2024-10-27,271062.52,RTGS,0,No
PAY0008651,INV0008651,2024-09-21,332709.26,RTGS,0,No
PAY0008652,INV0008652,2024-08-25,210667.76,NEFT,4,No
PAY0008653,INV0008653,2025-08-24,325353.14,RTGS,35,No
PAY0008654,INV0008654,2024-12-04,347535.96,Bank Transfer,14,No
PAY0008655,INV0008655,2024-06-10,117412.36,RTGS,0,No
PAY0008656,INV0008656,2025-11-08,72624.28,RTGS,0,No
PAY0008657,INV0008657,2024-04-18,176017.06,Bank Transfer,0,No
PAY0008658,INV0008658,2025-07-09,27628.52,Cheque,0,No
PAY0008659,INV0008659,,0,,795,No
PAY0008660,INV0008660,2024-03-05,66948.48,NEFT,0,No
PAY0008661,INV0008661,2025-11-11,43435.8,RTGS,0,No
PAY0008662,INV0008662,2025-12-31,52375.48,Bank Transfer,0,No
PAY0008663,INV0008663,2024-11-26,113710.7,NEFT,0,No
PAY0008664,INV0008664,2024-06-18,47002.94,Bank Transfer,0,No
PAY0008665,INV0008665,2025-03-06,301252.82,Cheque,0,No
PAY0008666,INV0008666,2026-04-07,286060.32,NEFT,0,No
PAY0008667,INV0008667,2024-08-23,248243.68,UPI,0,No
PAY0008668,INV0008668,2025-12-22,140602.9,Bank Transfer,7,No
PAY0008669,INV0008669,2024-04-29,328213.46,Bank Transfer,18,No
PAY0008670,INV0008670,2025-07-24,246603.48,NEFT,0,No
PAY0008671,INV0008671,2025-10-28,353787.6,Bank Transfer,0,No
PAY0008672,INV0008672,2025-04-06,342850.18,RTGS,0,No
PAY0008673,INV0008673,2024-03-21,180156.5,Bank Transfer,0,No
PAY0008674,INV0008674,2024-04-26,45002.84,UPI,0,No
PAY0008675,INV0008675,2024-03-14,255218.66,Bank Transfer,10,No
PAY0008676,INV0008676,,0,,0,No
PAY0008677,INV0008677,2025-07-15,106983.52,UPI,33,No
PAY0008678,INV0008678,2024-08-24,323795.54,Cheque,15,No
PAY0008679,INV0008679,2024-03-09,286797.82,Bank Transfer,0,No
PAY0008680,INV0008680,2024-04-22,41913.6,Cheque,0,No
PAY0008681,INV0008681,2025-06-04,45439.44,Bank Transfer,0,No
PAY0008682,INV0008682,2024-10-13,177447.22,NEFT,13,No
PAY0008683,INV0008683,2025-08-16,138460.02,RTGS,6,No
PAY0008684,INV0008684,2025-10-02,331733.4,RTGS,3,No
PAY0008685,INV0008685,2024-11-13,30958.48,Cheque,0,No
PAY0008686,INV0008686,2024-03-22,141235.38,Cheque,3,No
PAY0008687,INV0008687,2025-10-26,220309.54,RTGS,0,No
PAY0008688,INV0008688,2026-01-08,175890.8,Bank Transfer,9,No
PAY0008689,INV0008689,2026-02-07,101241.64,Bank Transfer,0,No
PAY0008690,INV0008690,2025-07-25,326707.78,Bank Transfer,0,No
PAY0008691,INV0008691,2025-10-06,343796.54,Bank Transfer,0,No
PAY0008692,INV0008692,2024-12-23,293246.52,RTGS,8,No
PAY0008693,INV0008693,2025-01-13,137259.96,Cheque,10,No
PAY0008694,INV0008694,2025-11-22,93543.32,NEFT,2,No
